validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude,,,,,,,,,,,,
True,"St. Vitus School, New Castle",Church,"915 South Jefferson Street, New Castle, Pennsylvania 16101, United States",,Wednesday Mar 6 from 11:30 AM to 6:30 PM,,https://www.evensi.us/ash-wednesday-fish-fry-st-vitus-catholic-school-alumni/293214436,"Fish Dinner - 10$
Fried or Baked Fish
Coleslaw
Bread/Butter
Cake
Plus, Choice of 1:
*Mac & Cheese
*Pasta Fagioli
*Haluski
Mac & Cheese or Haluski Dinner - Adults 7$/Children 4$
Mac & Cheese OR Haluski
Coleslaw
Bread/Butter
Cake
Fish Sandwich - 8$
Baked OR Fried Fish, side of Coleslaw
Sides
Haluski Quart - $7
Pasta Fagioli Quart - $7
Haluski Bowl - $3
Mac & Cheese Bowl - $3
Haluski Bowl - $3",Fabbri Hall,724-654-9297,,,True,,True,,True,,40.990508,-80.346505,,,,,,,,,,,,
True,West Newton Sportsmen's ,Community Organization,"35 Sportsmans Road, West Newton, Pennsylvania 15089, United States",,"Wednesday Mar 6 from 4:00 PM to 9:00 PM, Friday Mar 8 from 4:00 PM to 9:00 PM, Friday Mar 15 from 4:00 PM to 9:00 PM, Friday Mar 22 from 4:00 PM to 9:00 PM, Friday Mar 29 from 4:00 PM to 9:00 PM, Friday Apr 5 from 4:00 PM to 9:00 PM, Friday Apr 12 from 4:00 PM to 9:00 PM, Friday Apr 19 from 4:00 PM to 9:00 PM",,https://www.facebook.com/photo.php?fbid=2332760903401139&set=gm.412169939539831&type=3&theater,,,,,,,,False,,True,,40.211478,-79.75095,,,,,,,,,,,,
True,Elliott West End Athletic Association,Community Organization,"Herschel St and Hassler St Pittsburgh, PA 15220",https://www.facebook.com/EliottAthleticAssociation/,"Wednesday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM, Friday Apr 19 from 4:00 PM to 7:00 PM",Takeout only. ,,"Fried Fish Dinner and Shrimp Dinners 10 each, Fried Fish Sandwich 7, Shrimp only , Haluski 4, Mac and Cheese 4, Grilled Cheese 4, French Fries 2. Dinners include French fries, cole slaw, and drink. Extra drinks 1 extra. Drink choices include Pepsi, Diet Pepsi, Mountain Dew, Root Beer, Orange, Sierra Mist, bottled water.
Extra bun 1, Extra cheese 1",Sales are out of the Herschel Playground Little League candy stand.  ,412-928-8854,,False,True,False,False,,True,,40.44088,-80.04379,,,,,,,,,,,,
False,Smithton VFD,Fire Department,"609 Center Street, Smithton, PA",http://smithtonfire.org/news.html?view=1&id=11521,"Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM, Friday Apr 19 from 4:00 PM to 7:00 PM",4-7 PM every Friday of Lent,,Hand Breaded / Fried North Atlantic Cod, French Fries, Homemade Cole Slaw, Roll and Butter, Free Coffee, Pop / Water can be purchased at the hall, Cost per Dinner: $9.50,,724-872-9201,,,,,False,,False,276,40.15497,-79.743086,,,,,,
True,Hog Father's Washington,Restaurant,"1301 Jefferson Ave, Washington, PA 15301",http://hogfathersbbq.com,"Wednesday Mar 6 from 11:00 AM to 10:00 PM, Friday Mar 8 from 11:00 AM to 10:00 PM, Friday Mar 15 from 11:00 AM to 10:00 PM, Friday Mar 22 from 11:00 AM to 10:00 PM, Friday Mar 29 from 11:00 AM to 10:00 PM, Friday Apr 5 from 11:00 AM to 10:00 PM, Friday Apr 12 from 11:00 AM to 10:00 PM, Friday Apr 19 from 11:00 AM to 10:00 PM",,http://hogfathersbbq.com/dine-in/,,,724-229-1227,,,True,True,True,,True,,40.18625,-80.26741,,,,,,,,,,,,
False,North Irwin VFC,Fire Department,"2nd St & Broadway Ave North Irwin, Pennsylvania 15642",,"Friday Apr 19 from 4:00 PM to 8:00 PM, Friday Mar 22 from 4:00 PM to 8:00 PM, Friday Apr 12 from 4:00 PM to 8:00 PM, Friday Mar 15 from 4:00 PM to 8:00 PM, Friday Apr 5 from 4:00 PM to 8:00 PM, Friday Mar 8 from 4:00 PM to 8:00 PM, Friday Mar 29 from 4:00 PM to 8:00 PM",,http://northirwinfire.com/news.html?view=1&id=72836,,,724-863-9889,,,True,,False,,False,91,40.337252,-79.710202,,,,,,,,,,,,
True,Belle Vernon Volunteer Fire Department,Fire Department,"10 Main Street Belle Vernon, PA 15680",https://www.facebook.com/152535481459140/photos/a.544155842297100.1073741825.152535481459140/1354051681307508/?type=3&theater,"Wednesday Mar 6 from 11:00 AM to 6:00 PM, Friday Mar 8 from 11:00 AM to 6:00 PM, Friday Mar 15 from 11:00 AM to 6:00 PM, Friday Mar 22 from 11:00 AM to 6:00 PM, Friday Mar 29 from 11:00 AM to 6:00 PM, Friday Apr 5 from 11:00 AM to 6:00 PM, Friday Apr 12 from 11:00 AM to 6:00 PM, Friday Apr 19 from 11:00 AM to 6:00 PM",,https://www.facebook.com/152535481459140/posts/2208024495910218/?sfnsn=mo,see website link for full menu,,724-929-5511,,,True,False,True,,True,,40.128673,-79.875649,,,,,,,,,,,,
False,VFW Post 764,Veterans,"460 Valleybrook Rd, McMurray, PA 15317",,"Friday Mar 8 from 11:30 AM to 8:00 PM, Friday Mar 15 from 11:30 AM to 8:00 PM, Friday Apr 12 from 11:30 AM to 8:00 PM, Friday Mar 22 from 11:30 AM to 8:00 PM, Friday Apr 19 from 11:30 AM to 8:00 PM, Friday Apr 5 from 11:30 AM to 8:00 PM, Friday Mar 29 from 11:30 AM to 8:00 PM",,,,,xxx-xxx-xxxx,,,True,,,,False,209,40.285113,-80.089085,,,,,,,,,,,,
True,Jimmy Gs Grill,Restaurant,"341 South Central Ave. Canonsburg, PA 15317",http://jimmygsgrill.com/,"Wednesday Mar 6 from 11:00 AM to 10:00 PM, Friday Mar 8 from 11:00 AM to 11:45 PM, Friday Mar 15 from 11:00 AM to 11:45 PM, Friday Mar 22 from 11:00 AM to 11:45 PM, Friday Mar 29 from 11:00 AM to 11:45 PM, Friday Apr 5 from 11:00 AM to 11:45 PM, Friday Apr 12 from 11:00 AM to 11:45 PM, Friday Apr 19 from 11:00 AM to 11:45 PM",,,,,724-745-5666,,,,True,True,True,True,,40.253097,-80.184174,,,,,,,,,,,,
True,St. Catherine of Siena - Brookline - Beechview Catholic Churches aka the Ressi Fish Fry,Church,"McCann Hall, 1915 Broadway Avenue, Pittsburgh, Pennsylvania 15216, United States",https://bbcatholic.com/,"Wednesday Mar 6 from 11:00 AM to 1:30 PM, Wednesday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 8 from 11:00 AM to 1:30 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 11:00 AM to 1:30 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 11:00 AM to 1:30 PM, Friday Mar 22 from 11:00 AM to 1:30 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 11:00 AM to 1:30 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 11:00 AM to 1:30 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 11:00 AM to 1:30 PM, Friday Apr 12 from 4:00 PM to 7:00 PM",Lunch is takeout only,https://www.facebook.com/bbcatholiccomm/photos/a.1641722686046050/2248730078678638/?type=3&theater,"Ash Wednesday and Fridays of Lent, except Good Friday, 11 a.m.-2 p.m. (lunch, takeout only), 4-7 p.m. (dinner), McCann Hall of St. Catherine of Siena Parish, 1915 Broadway. Lunch takeout menu includes hand-beer-battered giant fried fish sandwich on Breadworks bun for $8. A la carte sides include: french fries, homemade cole slaw, macaroni and cheese, haluski and pierogies. Lunch special is ""Best of Ressi,"" which includes two fried fish sandwiches and four sides (limit two pierogies per special) for $20. To order lunch, call 412-531-2135. Dinner menu: beer-battered fried fish or baked fish; homemade macaroni and cheese or french fries; stewed tomatoes or veggie; applesauce or cole slaw; roll, drink and desert; cost, $12 adult, $8 child. Also: hand-beer-battered giant fried fish sandwich on Breadworks bun, $8; homemade pierogies (4), $3; homemade haluski, $3; french fries, $2; homemade cole slaw, $1.50; homemade macaroni and cheese, $3; cheese pizza, $3. Dinner takeout offered. To order, call 412-531-2135. ","The location is 1915 Broadway Ave, 15216/McCann Hall under the St. Catherine church-look for the ramp from the parking lot.//Brookline - Beechview Catholic Churches/aka the Ressi Fish Fry",412-531-2135,,True,True,False,True,True,True,,40.406684,-80.027248,,,,,,,,,,,,
False,Salem FD-Slickville VFD,Fire Department,"128 Main Street, Slickville, Pa. 15684",https://www.facebook.com/vfd59/,"Friday Apr 12 from 4:00 PM to 8:00 PM, Friday Apr 19 from 4:00 PM to 8:00 PM, Friday Mar 15 from 4:00 PM to 8:00 PM, Friday Mar 22 from 4:00 PM to 8:00 PM, Friday Apr 5 from 4:00 PM to 8:00 PM, Friday Mar 29 from 4:00 PM to 8:00 PM",,,,,724-468-9978,,,True,,False,,False,132,40.460437,-79.520653,,,,,,,,,,,,
False,Shelleys Pike Inn Restaurant,Restaurant,"144 W Park Street, Houston, Pennsylvania 15342, United States",,,(test),,"Come try our delicious breaded cod. Fish sandwich alone is $8.99, or get a fish sandwich, french fries, and coleslaw for $10.99.",,xxx-xxx-xxxx,,,,,,,False,,40.223398,-80.218302,,,,,,,,,,,,
True,Nemacolin Fire Department,Fire Department,"200 Roosevelt Ave, Nemacolin Pa 15351",,"Friday Mar 8 from 11:00 AM to 6:00 PM, Friday Mar 15 from 11:00 AM to 6:00 PM, Friday Mar 22 from 11:00 AM to 6:00 PM, Friday Mar 29 from 11:00 AM to 6:00 PM, Friday Apr 5 from 11:00 AM to 6:00 PM, Friday Apr 12 from 11:00 AM to 6:00 PM, Friday Apr 19 from 11:00 AM to 6:00 PM",,https://www.facebook.com/photo.php?fbid=1818756808229629&set=a.351201011651890&type=3&theater,,,724-966-7408,,,True,,True,,True,,39.875755,-79.930817,,,,,,,,,,,,
True,Nancy's Revival,Restaurant,"616 South Avenue, Pittsburgh, Pennsylvania 15221, United States",https://nancysrevival.com,"Friday Mar 8 from 2:00 PM to 8:00 PM, Friday Mar 15 from 2:00 PM to 8:00 PM, Friday Mar 22 from 2:00 PM to 8:00 PM, Friday Mar 29 from 2:00 PM to 8:00 PM, Friday Apr 5 from 2:00 PM to 8:00 PM, Friday Apr 12 from 2:00 PM to 8:00 PM, Friday Apr 19 from 2:00 PM to 8:00 PM",,,"Throughout Lent you can take a break from cooking and come on down to try our fresh, hand-dipped cod with a house seasoning. The event will run from 2-8 PM but you better come early in case we run out :)

The main entrees include: 
-fried cod sandwich
-fish tacos
-fish and grits

With sides of: 
-haluski",Fish fry is BYOB,412-242-3447 ,,False,True,False,True,,True,,40.442136,-79.886197,,,,,,,,,,,,
False,New Jerusalem Holiness Church,Church,"111 Auburn Street, Pittsburgh, Pennsylvania 15206, United States",,,"When: February 9, 16, 23, March 2, 9, 16, 30, April 6, 13, 20, 27/Times: 11am-6pm",,"Fish Sandwich $6.00
Fish Dinner (2 pieces) $9.00
Wing Dinner (5 wings) $9.00
 1/4  Chicken (breast/wing or (thigh/leg) $9.00
Fish & Chicken Combo $12.00
ALL DINNERS COME WITH 2 SIDES, AND DESSERT
Choice of 2 sides: green beans, greens, potato salad, macaroni & cheese, black eyed peas & rice
Dessert: Chocolate cake, lemon cake, pound cake, sweet potato pie
Additional sides or dessert $1.50
",Where: Fellowship Hall. Use parking lot entrance on Larimer Avenue/,(412) 441-9495,,,True,,True,,False,,40.463718,-79.916209,,,,,,,,,,,,
True,"Immaculate Conception, Washington",Church,"119 W. Chestnut St., Washington, PA",http://www.icwashpa.net/,"Wednesday Mar 6 from 11:00 AM to 7:00 PM, Friday Mar 8 from 11:00 AM to 7:00 PM, Friday Mar 15 from 11:00 AM to 7:00 PM, Friday Mar 22 from 11:00 AM to 7:00 PM, Friday Mar 29 from 11:00 AM to 7:00 PM, Friday Apr 5 from 11:00 AM to 7:00 PM, Friday Apr 12 from 11:00 AM to 7:00 PM",Takeout offered, call 724-222-9737. Delivery offered from 11 a.m.-1 p.m. ($35 min). Pre-orders starting at 8:30 am. Accepts debit/credit cards on orders over $10.,http://www.icwashpa.net/?fbclid=IwAR0sDwFV63Ci9dM0oItiUxsVQ-oZspEFeq9Bb-3grNUo3LMho5lH7s9mEOI,Menu: fried and baked fish sandwiches and dinners, fish tacos, clam chowder, macaroni and cheese, shrimp, pizza, baked potatoes, pierogies, cabbage and noodles, dessert. Dinners are $9.,,724-222- 9737,,,True,False,True,,True,,40.172023,-80.248403,,
True,Wilpen VFD,Fire Department,"379 Wilpen Rd., Ligonier, PA",https://www.facebook.com/Wilpen-VFD-165522976986550/,"Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM, Friday Apr 19 from 4:00 PM to 7:00 PM",,,,,724-238-7221,,,True,,False,,True,,40.281313,-79.195428,,,,,,,,,,,,
True,Costa's Market,Other,"2240 Freeport Road, New Kensington, Pennsylvania 15068, United States",https://costas.market,"Friday Mar 8 from 11:00 AM to 6:00 PM, Friday Mar 15 from 11:00 AM to 6:00 PM, Friday Mar 22 from 11:00 AM to 6:00 PM, Friday Mar 29 from 11:00 AM to 6:00 PM, Friday Apr 5 from 11:00 AM to 6:00 PM, Friday Apr 12 from 11:00 AM to 6:00 PM, Friday Apr 19 from 11:00 AM to 6:00 PM",,https://costas.market/f/costas.menu.2018.jan.pdf,,Your hometown Italian deli and grocery,724-335-9790,,,True,,True,,True,,40.585863,-79.754503,,,,,,,,,,,,
True,Community Kitchen Pittsburgh (Hazelwood),Community Organization,"107 Flowers Avenue, Pittsburgh, Pennsylvania 15207, United States",https://www.facebook.com/events/1971006569635297/,"Friday Mar 8 from 11:00 AM to 7:00 PM, Friday Mar 15 from 11:00 AM to 7:00 PM, Friday Mar 22 from 11:00 AM to 7:00 PM, Friday Mar 29 from 11:00 AM to 7:00 PM, Friday Apr 5 from 11:00 AM to 7:00 PM, Friday Apr 12 from 11:00 AM to 7:00 PM, Friday Apr 19 from 11:00 AM to 7:00 PM",Major credit cards accepted,https://www.facebook.com/events/1971006569635297/,"Many side dishes freshly made by CKP culinary students. Hand-battered fish, fresh-cut fresh fries, hand-made pierogies. Great soups.",Street Level,,rachelharvey.silentd@gmail.com,True,True,False,True,True,True,,40.410187,-79.943718,,,,,,,,,,,,
False,Hempfield #2 VFD,Fire Department,"421 Thornton, Greensburg, PA",,,,,,,xxx-xxx-xxxx,,,,,,,False,149,40.293724,-79.529453,,,,,,,,,,,,
False,"St. Thomas A Becket, Jefferson Hills",Church,"139 Gill Hall Road Pittsburgh, PA",http://saintthomasabecket.com,"Friday Apr 19 from 3:30 PM to 7:00 PM, Friday Apr 5 from 3:30 PM to 7:00 PM, Friday Mar 29 from 3:30 PM to 7:00 PM, Friday Apr 12 from 3:30 PM to 7:00 PM, Friday Mar 22 from 3:30 PM to 7:00 PM, Friday Mar 15 from 3:30 PM to 7:00 PM, Friday Mar 8 from 3:30 PM to 7:00 PM",,,See menu at http://saintthomasabecket.com/2017FishFrymenu.pdf,,xxx-xxx-xxxx,,,,False,True,,False,49,40.316059,-79.964112,,,,,,,,,,,,
False,Skyview VFC,Fire Department,"660 Noble Dr., West Mifflin, PA",,"Friday Apr 5 from 11:00 AM to 7:00 PM, Friday Apr 12 from 11:00 AM to 7:00 PM, Friday Apr 19 from 11:00 AM to 7:00 PM",,,FISH SANDWICH $7.00. FISH DINNER $8.50. EXTRA BUN $0.75. BAKED FISH $8.50. SHRIMP BASKET $6.50. SHRIMP DINNER $8.00. GRILLED CHEESE SANDWICH $3.00. GRILLED CHEESE W/ FRIES $4.25. DEVILED CRAB $2.50. CRAB CAKE $3.00. CRAB CAKE DINNER $7.00. MACARONI and CHEESE $3.75. HALUSKI $3.75. FRENCH FRIES $3.00. CHEESE SAUCE $1.00. COLE SLAW (INCLUDES TWO) $2.75. COFFEE $0.75. 20oz BOTTLES of POP $1.50,,412-461-9553 ,,,,False,,,False,,40.360804,-79.929583,,,,,,,,,,,,
False,"St. Thomas, Jefferson",Church,"1340 Jefferson Rd, Jefferson, Pennsylvania 15344, United States",,"Friday Mar 8 from 12:00 PM to 6:00 PM, Friday Mar 15 from 12:00 PM to 6:00 PM, Friday Mar 22 from 12:00 PM to 6:00 PM, Friday Mar 29 from 12:00 PM to 6:00 PM, Friday Apr 5 from 12:00 PM to 6:00 PM, Friday Apr 12 from 12:00 PM to 6:00 PM, Friday Apr 19 from 12:00 PM to 6:00 PM","Fridays of Lent, including Good Friday, noon-3 p.m. (lunch, takeout only), 3:30-6 p.m. (dinner)",,"Menu includes fried and baked cod dinners, and shrimp dinner. A la carte menu includes macaroni and cheese, baked potato, shrimp, cole slaw, desserts, haluski and french fries. Cost is $9-$9.50 for adult dinner, $6.50 for sandwich. ",St. Marcellus Hall,724-883-2445,,,True,,True,True,False,,39.93486,-80.051713,,,,,,,,,,,,
True,Mount St. Peter,Church,"100 Freeport Road, New Kensington, PA",https://www.facebook.com/MSPParish/,"Friday Mar 8 from 11:00 AM to 6:00 PM, Friday Mar 15 from 11:00 AM to 6:00 PM, Friday Mar 22 from 11:00 AM to 6:00 PM, Friday Mar 29 from 11:00 AM to 6:00 PM, Friday Apr 5 from 11:00 AM to 6:00 PM, Friday Apr 12 from 11:00 AM to 6:00 PM",,,Baked or fried fish sandwiches or dinners, shrimp dinner, mac n cheese, pasta with marinara or aglio e oglio, pasta fagioli. Dessert available.,,724-335-1458,,,True,,True,True,True,,40.563602,-79.761143,,,,,,,,
True,"St. James, Sewickley",Church,"200 Walnut St. Sewickley, Pa. 15143",www.saintjames-church.com,"Friday Mar 8 from 4:30 PM to 7:00 PM, Friday Mar 15 from 4:30 PM to 7:00 PM, Friday Mar 22 from 4:30 PM to 7:00 PM, Friday Mar 29 from 4:30 PM to 7:00 PM, Friday Apr 5 from 4:30 PM to 7:00 PM, Friday Apr 12 from 4:30 PM to 7:00 PM, Friday Apr 19 from 4:30 PM to 7:00 PM","Takeout offered; call 412-741-5540 and press 2 (after 4 p.m. For information, call 412-741-6650 or visit www.saintjames-church.com. Also will feature 50/50 and gift basket raffles.)",,"Menu: hand-breaded premium cod dinners and fish sandwiches; shrimp dinner; pan-seared Alaskan salmon dinner; baked premium cod dinner. All dinners are $11-$13, and include choice of sides, and roll or bun. Other items on menu: pasta special of the week; homemade soups; homemade pizza; shrimp baskets; fish nugget baskets. A la carte menu: lobster macaroni and cheese; macaroni and cheese; applesauce; french fries; cole slaw; haluski; green beans. Family takeout special is $39, and includes four pieces of hand-breaded premium cod, two sub buns, two large choice family sides. Salmon and weekly pasta dinner are gluten free. All dine-in meals include free drinks of coffee, tea, water or lemonade. Desserts are $1. Beer, craft beer and wine available at additional charge. A $1 discount for seniors on dinner.",,412-741-5540,,,True,True,,,True,,40.538575,-80.182422,,,,,,,,,,,,
False,St. Mary Our Lady of Guadalupe Parish,Church,"101 West High Street, Kittanning, Pennsylvania 16201, United States",http://stmarykittanning.org/Pages/default.aspx,"Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM",When: All Fridays of Lent except Good Friday/Times: 4:00 to 7:00 pm/Designated take-out area for quick service!/,http://stmarykittanning.org/Documents/Lenten%20Fish%20Dinners%20Flyer%202018%20-%20final.pdf,"Fried or baked fish, or fried shrimp choice of fries, baked potato or homemade mac & cheese choice of cole slaw or applesauce price includes beverage and dessert",Parish hall,,,,True,,False,,False,,40.81781,-79.524888,,,,,,,,,,,,
True,Oakmont Elks,Community Organization,"106 Washington Ave., Oakmont, PA",https://www.facebook.com/events/570103646795371/,"Friday Mar 8 from 3:00 PM to 7:00 PM, Friday Mar 15 from 3:00 PM to 7:00 PM, Friday Mar 22 from 3:00 PM to 7:00 PM, Friday Mar 29 from 3:00 PM to 7:00 PM, Friday Apr 5 from 3:00 PM to 7:00 PM, Friday Apr 12 from 3:00 PM to 7:00 PM, Friday Apr 19 from 3:00 PM to 7:00 PM","Fridays during Lent, 3-7pm. Call for menu.",,,,412-828-1668,,,True,,False,,True,,40.516208,-79.847427,,,,,,,,,,,,
False,"St. Alphonsus, West Sunbury ",Church,"202 E State St, West Sunbury, Pennsylvania 16061, United States",,"Friday Mar 8 from 4:00 PM to 6:00 PM, Friday Apr 12 from 4:00 PM to 6:00 PM",,,"Menu includes baked or fried fish, choice of side (scalloped potatoes, french fries, macaroni and cheese), green beans, cole slaw, dessert and beverage. Dinners are $10 for adults, $5 for child. ",parish hall,724-476-1476,,,True,,False,True,False,,41.005222,-79.898134,,,,,,,,,,,,
False,Muse Italian Club,Community Organization,"283 Muse-Bishop Road, Muse, PA",https://www.facebook.com/pages/Italian-Independent-Club/115216795168326,,Mon-Sun 7am-10pm,,,,,(724) 745-9878,,,,,,,False,,40.297357,-80.203134,,,,,,,,,,,
True,"St. Joseph, Verona",Church,"825 2nd Street, Verona, Pennsylvania 15147, United States",,"Wednesday Mar 6 from 4:00 PM to 7:00 PM, Friday Mar 1 from 4:00 PM to 7:00 PM, Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM, Friday Apr 19 from 4:00 PM to 7:00 PM",Proceeds benefit tuition assistance for school and religious education. ,,"Menu: baked and fried fish; soup, haluski; macaroni and cheese; cole slaw; french fries; hush puppies; pizza; gluten free options. Also featuring weekly specials. Cost: $10 adult dinner; $9 senior dinner; $6.75 sandwich. ",,412-795-5114,,,True,,False,False,True,,40.506643,-79.835611,,,,,,,,,,,,
False,St. Jude Catholic Church,Church,"710 Jefferson Ave., Glen Dale, WV",,"Friday Apr 5 from 11:00 AM to 6:00 PM, Friday Mar 29 from 11:00 AM to 6:00 PM, Friday Apr 12 from 11:00 AM to 6:00 PM, Friday Apr 19 from 11:00 AM to 6:00 PM",,,,,304-845-2646,,,True,,True,,False,320,39.917986,-80.742926,,,,,,,,,,,,
True,Trinity United Christian Church,Church,"3400 Garvers Ferry Rd., Lower Burrell, PA",http://www.trinitychurchlb.net/events/,"Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM, Friday Apr 19 from 3:00 PM to 6:00 PM",will deliver large orders,http://www.trinitychurchlb.net/events/,"HUGE  HAND-BATTERED COD SANDWICHES

BAKED LEMON-PEPPER COD

FRESH, HAND-CUT FRENCH FRIES

CREAMY MACARONI AND CHEESE

HOMEMADE HALUSKI (CABBAGE & NOODLES)

HOMEMADE BROCCOLI AND CHEESE SOUP

 DELICIOUS COLE SLAW",,724-230-0866 (call) or 412-327-3000 (text),,False,True,False,False,True,True,,40.603583,-79.709254,,,,,,,,,,,,
False,St. Alexis Church,Church,"10090 Old Perry Highway, Wexford, PA",,"Friday Mar 8 from 4:00 PM to 7:00 PM, Friday Mar 15 from 4:00 PM to 7:00 PM, Friday Mar 22 from 4:00 PM to 7:00 PM, Friday Mar 29 from 4:00 PM to 7:00 PM, Friday Apr 5 from 4:00 PM to 7:00 PM, Friday Apr 12 from 4:00 PM to 7:00 PM",,,,,724-401-1FRY,,,True,,False,True,False,,40.595803,-80.042663,,,,,,,,,,,,
False,"Most Holy Trinity, Huntingdon",Church,"524 Mifflin Street, Huntingdon, Pennsylvania 16652, United States",http://www.mhtcc.org/,"Friday Mar 8 from 4:00 PM to 6:30 PM, Friday Mar 15 from 4:00 PM to 6:30 PM, Friday Mar 22 from 4:00 PM to 6:30 PM, Friday Mar 29 from 4:00 PM to 6:30 PM, Friday Apr 5 from 4:00 PM to 6:30 PM, Friday Apr 12 from 4:00 PM to 6:30 PM",,,"Baked or Fried Fish Meal $9.50

       (includes cole slaw or applesauce, mac-n-cheese, roll, stewed tomatoes, homemade dessert). Drinks included in Dine-In Only.

""NEW THIS YEAR"" - Cheese Pizza Slice $4.00

       Includes Cole Slaw or Applesauce and Homemade Dessert",, 814-643-0160 ,,,,,False,,False,,40.486385,-78.012017,,,,,,,,,,,,
True,"St. Benedict the Abbot, Peters Township",Church," 120 Abington Dr, McMurray, PA 15317",www.sbapeters.org,"Friday Mar 8 from 11:00 AM to 1:00 PM, Friday Mar 8 from 4:00 PM to 7:30 PM, Friday Mar 15 from 11:00 AM to 1:00 PM, Friday Mar 15 from 4:00 PM to 7:30 PM, Friday Mar 22 from 11:00 AM to 1:00 PM, Friday Mar 22 from 4:00 PM to 7:30 PM, Friday Mar 29 from 11:00 AM to 1:00 PM, Friday Mar 29 from 4:00 PM to 7:30 PM, Friday Apr 5 from 11:00 AM to 1:00 PM, Friday Apr 5 from 4:00 PM to 7:30 PM, Friday Apr 12 from 11:00 AM to 1:00 PM, Friday Apr 12 from 4:00 PM to 7:30 PM",Takeout offered. Call 724-941-9406. Visa and Mastercard accepted. ,https://ecatholic-sites.s3.amazonaws.com/21098/documents/2019/2/fish_fry_menu.pdf,Lunch menu: fried fish basket with french fries and cole slaw, macaroni and cheese, pizza. Dinner menu: fried fish, baked fish, fried shrimp, fish tacos, hand made lump crab cakes. Takeout offered. Call 724-941-9406,, 724-941-9406,,,True,,True,,True,,40.283122,-80.08578,,,,,,
True,Good Samaritan Parish,Church,"8th and Melrose, Ambridge, PA",http://www.goodsam1.org,"Friday Mar 29 from 11:00 AM to 7:00 PM, Friday Apr 5 from 11:00 AM to 7:00 PM, Friday Apr 12 from 11:00 AM to 7:00 PM, Wednesday Mar 6 from 11:00 AM to 7:00 PM, Friday Mar 8 from 11:00 AM to 7:00 PM, Friday Mar 15 from 11:00 AM to 7:00 PM, Friday Mar 22 from 11:00 AM to 7:00 PM",Pierogie sale on Good Friday from 9-5,,,,724-266-6010 ,Office@goodsam1.org,True,,,True,,True,,40.589161,-80.228207,,,,,,,,,,,,
True,Robert Wholey & Co Inc,Market,"1711 Penn Avenue, Pittsburgh, PA",https://wholey.com/kitchen-menu/,"Friday Mar 22 from 8:00 AM to 6:00 PM, Friday Mar 29 from 8:00 AM to 6:00 PM, Friday Apr 5 from 8:00 AM to 6:00 PM, Friday Apr 12 from 8:00 AM to 6:00 PM, Friday Apr 19 from 8:00 AM to 6:00 PM",,https://wholey.com/kitchen-menu/,,,412-391-3737,,True,True,False,True,,True,,40.450032,-79.98599,,,,,,,,,,,,
False,Brown Chapel AME Church,Church,"1400 Boyle St. Pittsburgh, PA",,,,,,,xxx-xxx-xxxx,,,,,,,False,170,40.457463,-80.006315,,,,,,,,,,,,
False,Sciullo's 910 Deli and Catering,Resturant,"4358 Gibsonia Road, Gibsonia, PA",,,,,,,xxx-xxx-xxxx,,,,,,,False,72,40.621799,-79.920841,,,,,,,,,,,,
